352,18293,18980,2017-05,888023,UNASSIGNED,SPONGE SCRUBBING MED DUTY -- ABRASIVE PAD ABSORBENT SPONGE,84,29.9,2511.6
353,18293,18980,2017-05,888024,UNASSIGNED,SPONGE SCRUBBING 3000 K -- BLUE ANTIMICROBIAL HEAVY DUTY,16,28.69,459.04
354,18293,18980,2017-05,888027,UNASSIGNED,PAD SCOURING NO SCRATCH WHITE -- THICK 3.5X5,22,25.63,563.86
355,18293,18980,2017-05,888048,UNASSIGNED,GRILL CLEANING PAD #82 -- HD GRIDDLE PAD NO HANDLE,128,46.32,5928.96
356,18293,18980,2017-05,888056,UNASSIGNED,GRILL PAD HOLDER -- FOR GRILL PAD #82,2,130.23,260.46
357,18293,18980,2017-05,888064,UNASSIGNED,GRIDDLE POLISH PAD 4X5.25IN -- SCOTCH BRITE NYLON,163,36.704,5982.752
358,18293,18980,2017-05,888065,UNASSIGNED,GRILL PAD POINT,730,6.2,4526
359,18293,18980,2017-05,888066,UNASSIGNED,CLEANER QUICK CLEAN GRIDDLE -- LIQUID PACKETS RESUPPLY,800,34.9,27920
360,18293,18980,2017-05,888068,UNASSIGNED,CLEANER QUICK CLEAN GRIDDLE -- STARTER KIT,20,52.52,1050.4
361,18293,18980,2017-05,888071,UNASSIGNED,GRILL PAD HEAVY DUTY ORANGE -- 4X5.25 FOR QUICK CLEAN SYSTEM,293,11.48,3363.64
362,18293,18980,2017-05,908607,EDI,SPECIAL ORDER/CUSTOMER ITEM,1,1,1
363,18293,18980,2017-05,980008,UNASSIGNED,PAD SCOUR/SCRUB BLUE 5.5 X 3.9 -- HEAVY DUTY LESS ABRASIVE,223,10.67,2379.41
364,18293,18980,2017-05,980134,UNASSIGNED,SCRUB PAD FLOOR BROWN,2,30.38,60.76
365,18293,18980,2017-05,997139,EDI,SPECIAL ORDER/CUSTOMER ITEM,2,12,24
366,18293,18980,2017-06,100662,UNASSIGNED,PAD SCRUBBING 17IN RED ROUND -- FLOOR PAD,9,19.28,173.52
367,18293,18980,2017-06,102280,UNASSIGNED,TAPE MASKING TAN -- 48 MM X 55 M 5.1 MIL,12,60,720
368,18293,18980,2017-06,107529,UNASSIGNED,PAD ERASING 2.8INX4.5INX1.2IN,5,13.1,65.5
369,18293,18980,2017-06,888002,UNASSIGNED,GRILL CLEANER LIQUID -- SCOTCH BRITE,48,34.77,1668.96
370,18293,18980,2017-06,888003,UNASSIGNED,PAD SCOURING 6 X 9 #96 -- GENERAL PURPOSE MEDIUM WEIGHT,10,26.51,265.1
371,18293,18980,2017-06,888004,UNASSIGNED,PAD SCOUR STAINLESS STEEL -- 1.75 OZ,19,16.99,322.81
372,18293,18980,2017-06,888007,UNASSIGNED,PAD SCOURING PURPLE -- SCOTCH BRITE,86,13.65,1173.9
373,18293,18980,2017-06,888012,UNASSIGNED,PAD SCRUBBING GENERAL PURPOSE -- 3.0X4.5,25,14.92,373
374,18293,18980,2017-06,888017,UNASSIGNED,SCRUBBER POT & PAN HANDLER -- 5X3.5 EXTRA HD SCRUBBER BLUE,196,28.07,5501.72
375,18293,18980,2017-06,888020,UNASSIGNED,PAD SCRUBBING GENERAL PURPOSE -- 3 X 4.5 INCH GREEN,37,21.24,785.88
376,18293,18980,2017-06,888021,UNASSIGNED,PAD SCOURING HEAVY DUTY #86 -- 6X9 GREEN SCOTCH BRITE,3,41.01,123.03
377,18293,18980,2017-06,888023,UNASSIGNED,SPONGE SCRUBBING MED DUTY -- ABRASIVE PAD ABSORBENT SPONGE,28,29.9,837.2
378,18293,18980,2017-06,888048,UNASSIGNED,GRILL CLEANING PAD #82 -- HD GRIDDLE PAD NO HANDLE,34,46.32,1574.88
379,18293,18980,2017-06,888064,UNASSIGNED,GRIDDLE POLISH PAD 4X5.25IN -- SCOTCH BRITE NYLON,87,37.32,3246.84
380,18293,18980,2017-06,888065,UNASSIGNED,GRILL PAD POINT,114,6.2,706.8
381,18293,18980,2017-06,888066,UNASSIGNED,CLEANER QUICK CLEAN GRIDDLE -- LIQUID PACKETS RESUPPLY,400,34.9,13960
382,18293,18980,2017-06,888068,UNASSIGNED,CLEANER QUICK CLEAN GRIDDLE -- STARTER KIT,5,52.52,262.6
383,18293,18980,2017-06,888071,UNASSIGNED,GRILL PAD HEAVY DUTY ORANGE -- 4X5.25 FOR QUICK CLEAN SYSTEM,226,11.48,2594.48
384,18293,18980,2017-06,908211,EDI,SPECIAL ORDER/CUSTOMER ITEM,2,13.3,26.6
385,18293,18980,2017-06,980008,UNASSIGNED,PAD SCOUR/SCRUB BLUE 5.5 X 3.9 -- HEAVY DUTY LESS ABRASIVE,105,10.67,1120.35
386,18293,18980,2017-06,980134,UNASSIGNED,SCRUB PAD FLOOR BROWN,4,30.38,121.52
387,18293,18980,2017-07,100662,UNASSIGNED,PAD SCRUBBING 17IN RED ROUND -- FLOOR PAD,20,19.28,385.6
388,18293,18980,2017-07,102280,UNASSIGNED,TAPE MASKING TAN -- 48 MM X 55 M 5.1 MIL,77,60,4620
389,18293,18980,2017-07,105123,UNASSIGNED,PAD SCOURING 6X9 MAROON -- SCOTCHBRITE GENERAL PURPOSE,10,47.05,470.5
390,18293,18980,2017-07,888002,UNASSIGNED,GRILL CLEANER LIQUID -- SCOTCH BRITE,108,34.77,3755.16
391,18293,18980,2017-07,888003,UNASSIGNED,PAD SCOURING 6 X 9 #96 -- GENERAL PURPOSE MEDIUM WEIGHT,30,26.195,785.85
392,18293,18980,2017-07,888004,UNASSIGNED,PAD SCOUR STAINLESS STEEL -- 1.75 OZ,33,16.99,560.67
393,18293,18980,2017-07,888007,UNASSIGNED,PAD SCOURING PURPLE -- SCOTCH BRITE,125,13.4,1675
394,18293,18980,2017-07,888012,UNASSIGNED,PAD SCRUBBING GENERAL PURPOSE -- 3.0X4.5,30,14.92,447.6
395,18293,18980,2017-07,888017,UNASSIGNED,SCRUBBER POT & PAN HANDLER -- 5X3.5 EXTRA HD SCRUBBER BLUE,200,28.0933333,5618.66666
396,18293,18980,2017-07,888020,UNASSIGNED,PAD SCRUBBING GENERAL PURPOSE -- 3 X 4.5 INCH GREEN,45,21.4133333,963.5999985
397,18293,18980,2017-07,888021,UNASSIGNED,PAD SCOURING HEAVY DUTY #86 -- 6X9 GREEN SCOTCH BRITE,130,41.16,5350.8
398,18293,18980,2017-07,888023,UNASSIGNED,SPONGE SCRUBBING MED DUTY -- ABRASIVE PAD ABSORBENT SPONGE,28,29.9,837.2
399,18293,18980,2017-07,888024,UNASSIGNED,SPONGE SCRUBBING 3000 K -- BLUE ANTIMICROBIAL HEAVY DUTY,24,28.69,688.56
400,18293,18980,2017-07,888027,UNASSIGNED,PAD SCOURING NO SCRATCH WHITE -- THICK 3.5X5,22,25.63,563.86
401,18293,18980,2017-07,888048,UNASSIGNED,GRILL CLEANING PAD #82 -- HD GRIDDLE PAD NO HANDLE,104,46.32,4817.28
402,18293,18980,2017-07,888056,UNASSIGNED,GRILL PAD HOLDER -- FOR GRILL PAD #82,1,130.23,130.23
403,18293,18980,2017-07,888064,UNASSIGNED,GRIDDLE POLISH PAD 4X5.25IN -- SCOTCH BRITE NYLON,191,35.78,6833.98
404,18293,18980,2017-07,888065,UNASSIGNED,GRILL PAD POINT,858,6.2,5319.6
405,18293,18980,2017-07,888066,UNASSIGNED,CLEANER QUICK CLEAN GRIDDLE -- LIQUID PACKETS RESUPPLY,708,34.9,24709.2
